slug,race_type,title_nl,description_nl,description_en,date,end_date,start_time,distances,price_eur,price_info,homepage,registration_url,image_url,edition,tags,organizer_name,location_label,country,province,city,postal_code,street,house_nr,lat,lng,status
saucony-you-race-we-pace-2026,weg,"Saucony You Race, We Pace","Een 5 km-event met tempomakers op verschillende richttijden, bedoeld om lopers naar een persoonlijk record te helpen. De eerste reeks start om 10:00; deelnemers starten per tempogroep.",,2026-06-07,,,5=5 km@10:00,,Concrete deelnameprijs niet vermeld op de officiële eventpagina. De pagina vermeldt wel dat de plaatsen per reeks gelimiteerd zijn en dat daginschrijving mogelijk is indien er nog startnummers zijn.,https://www.keeponrunning.be/events/saucony-you-race-we-pace/,https://events.keeponrunning.be/index.php?product_id=4881&route=product%2Fproduct,,,,Keep on Running,Fietscafé Paalse Plas,BE,limburg,Beringen,3583,Holststraat,85,,,live
oleus-flandrientrail-2026,trail,OLEUS Flandrientrail 2026,"Een trail- en wandelweekend in de Vlaamse Ardennen. Op zaterdag staan de wandelafstanden op het programma; op zondag de trailruns. De parcoursen lopen vanuit Ronse langs onder meer Hotond, Paterberg en Oude Kwaremont.",,2026-06-27,2026-06-28,,"17.5=Walk 17,5 km@2026-06-27T08:30;22.5=Walk 22,5 km@2026-06-27T08:30;43=Walk 43 km@2026-06-27T08:30;43=Run 43 km@2026-06-28T09:00;22.5=Run 22,5 km@2026-06-28T10:00;17.5=Run 17,5 km@2026-06-28T11:00",,Concrete deelnameprijs niet vermeld op de officiële eventpagina. Daginschrijving is mogelijk ter plaatse indien er nog startbewijzen beschikbaar zijn.,https://www.keeponrunning.be/events/flandrientrail/,https://events.keeponrunning.be/index.php?product_id=4824&route=product%2Fproduct,,,trail;bos;heuvelig,Keep on Running,Sporthal 't Rosco,BE,oost-vlaanderen,Ronse,9600,Leuzesesteenweg,241,,,live
boslandtrail-2026,trail,BoslandTrail Run & Walk 2026,"Een meerdaags trail- en wandelevenement in Nationaal Park Bosland, met lange wandelafstanden op vrijdag en zaterdag en trailruns op zondag. Start- en finishlocatie is Soeverein in Lommel.",,2026-08-28,2026-08-30,,"100=100 km Walk@2026-08-28T19:00;50=50 km Walk - wave 1@2026-08-29T07:00;50=50 km Walk - wave 2@2026-08-29T08:00;25=25 km Walk@2026-08-29T09:00;10.5=10,5 km Walk@2026-08-29T10:30;50=50 km Run@2026-08-30T08:00;32=32 km Run@2026-08-30T09:00;25=25 km Run@2026-08-30T10:00;10.5=10,5 km Run@2026-08-30T10:30;Kidstrail@2026-08-30T14:00",,"De officiële eventpagina vermeldt dat de eerste 250 deelnemers een Early Bird-tarief krijgen, maar toont in de geraadpleegde tekst geen concrete prijzen.",https://www.keeponrunning.be/events/boslandtrail/,https://events.keeponrunning.be/index.php?product_id=4790&route=product%2Fproduct,,,trail;bos,Keep on Running,Soeverein,BE,limburg,Lommel,3920,Sportveldenstraat,10,,,live
ballonloop-2026,weg,Ballonloop 2026,"Een stadsloop in Sint-Niklaas tijdens de Vredefeesten. Het event heeft een nieuw parcours met start op de vernieuwde Grote Markt en finish op de Parklaan, met KidsRun, 5 km en 10 km.",,2026-09-06,,,1=KidsRun@13:15;5=5 km@14:00;10=10 km@15:00,,Concrete deelnameprijs niet vermeld op de officiële eventpagina. Daginschrijvingen zijn mogelijk.,https://www.keeponrunning.be/events/ballonloop/,https://events.keeponrunning.be/index.php?product_id=4864&route=product%2Fproduct,,12,stad,Keep on Running,Grote Markt / Parklaan,BE,oost-vlaanderen,Sint-Niklaas,,Parklaan,,,,live
walls-great-half-antwerpen-2026,weg,WALLS Great Half Antwerpen 2026,"Een officiële halve marathon op Linkeroever met zicht op de Antwerpse skyline. Het parcours is vlak en snel, met start en finish aan de Thonetlaan ter hoogte van de voetgangerstunnel.",,2026-09-20,,,21.0975=Officiële halve marathon@10:00,,Concrete deelnameprijs niet vermeld in de geraadpleegde officiële eventtekst. Daginschrijving is niet mogelijk op dit event.,https://www.keeponrunning.be/events/great-half-antwerpen/,https://events.keeponrunning.be/index.php?product_id=4868&route=product%2Fproduct,,,vlak,Keep on Running,"Thonetlaan, ter hoogte van de voetgangerstunnel",BE,antwerpen,Antwerpen,2050,Thonetlaan,,,,live
kriekepot-festival-2026,weg,Kriekepot Keep on Running Festival 2026,"Een meerdaags festivalweekend rond lopen, muziek, eten en randanimatie in De Schorre in Boom. Het programma wordt stap voor stap gelanceerd op de officiële festivalwebsite.",,2026-10-02,2026-10-04,,,,Inschrijvingen openen binnenkort; concrete deelnameprijzen en loopafstanden zijn nog niet vermeld op de officiële eventpagina.,https://www.keeponrunning.be/events/kriekepotkeeponrunningfestival/,https://www.keeponrunningfestival.be/,,,festival,Keep on Running,De Schorre,BE,antwerpen,Boom,,,,,,live
ekiden-tongeren-2026,weg,Ekiden 2026,"Een marathon in estafettevorm voor teams van zes lopers. Samen leggen de teamleden 42,195 km af: lopers 1, 3 en 5 lopen telkens 5 km, lopers 2 en 4 lopen 10 km, en loper 6 loopt 7,195 km tot aan de finish.",,2026-11-11,,,42.195=Marathon in aflossingsvorm@11:00;5=Loper 1;10=Loper 2;5=Loper 3;10=Loper 4;5=Loper 5;7.195=Loper 6,,De pagina vermeldt geen concrete standaardprijs in de geraadpleegde tekst. Wel vermeld: extra partytafel incl. fles cava €20; T-shirt €15; ecocup €3; softflask €12. Daginschrijvingen zijn niet mogelijk.,https://www.keeponrunning.be/events/ekiden/,https://www.keeponrunning.be/events/ekiden/,,,estafette,Keep on Running,Sportstadion De Motten,BE,limburg,Tongeren-Borgloon,3700,Kastanjewal,,,,live
stayen-great-half-sint-truiden-2026,weg,Stayen Great Half Sint-Truiden 2026,"Een officieel opgemeten halve marathon door Sint-Truiden, met passage door het historische stadscentrum, landelijke wegen en over de actieve landingsbaan van DronePort Brustem. De finish ligt op de middenstip van Stayen.",,2026-11-15,,,21.0975=Stayen Great Half Sint-Truiden@10:00,30,Vaste deelnameprijs: €30.,https://www.keeponrunning.be/events/stayen-great-half-sint-truiden/,https://events.keeponrunning.be/,,,,Keep on Running,Stayen,BE,limburg,Sint-Truiden,,Tiensesteenweg,168,,,live
pajot-trail-en-taste-2026,trail,Vitamin Well Pajot Trail & Taste 2026,"Een trail- en belevingsevent in het Pajottenland met gravelwegen, holle wegen, golvende panorama's en een foodconcept na de finish. De afstanden lopen langs veldwegen, bospaadjes en langere afstanden passeren onder meer de Zepposmolen en het Neigembos.",,2026-11-29,,,"10.3=10,3 km Run@11:00;10.3=10,3 km Walk@11:00;17.5=17,5 km Run@10:45;23=23 km Run@10:30;30=30 km Run@10:00",,"Concrete deelnameprijzen voor de loopafstanden staan niet in de geraadpleegde officiële tekst. Maaltijd vooraf bestellen: €10; ter plaatse: €12,50.",https://www.keeponrunning.be/events/pajot-trail-en-taste/,https://events.keeponrunning.be/,,,trail;bos;heuvelig,Keep on Running,Belleheide Sports & More,BE,vlaams-brabant,Roosdaal,1760,Omer de Vidtslaan,52,,,live
wintercorrida-2026,weg,Wintercorrida 2026,"Een sfeervolle eindejaarsloop door Kortrijk, langs verlichte pleinen, kerstmarkten en landmarks by night. Er zijn 5 km en 9 km voor volwassenen en twee LAGO Kidsruns.",,2026-12-05,,,0.5=LAGO Kidsrun 500 m@18:30;1=LAGO Kidsrun 1000 m@18:50;9=9 km@19:45;5=5 km@20:10,,Concrete deelnameprijzen niet vermeld in de geraadpleegde officiële tekst. Daginschrijvingen zijn mogelijk zolang de voorraad strekt.,https://www.keeponrunning.be/events/wintercorrida/,https://www.keeponrunning.be/events/wintercorrida/,,,stad,Keep on Running,LAGO Kortrijk Weide,BE,west-vlaanderen,Kortrijk,8500,Nelson Mandelaplein,18,,,live
ferme-toer-trail-2027,trail,Ferme Toer Trail 2027,"Een trailweekend in Binkom, deelgemeente van Lubbeek, met grotendeels onverharde paden, velden, boswegen en Hagelandse vergezichten. De 2027-editie spreidt zes afstanden over zaterdag en zondag.",,2027-01-30,2027-01-31,,7=7 km Run@2027-01-30T16:00;11=11 km Run - zaterdag@2027-01-30T15:45;23=23 km Run - zaterdag@2027-01-30T15:30;58=58 km Run@2027-01-31T09:00;45=45 km Run@2027-01-31T09:00;32=32 km Run@2027-01-31T09:30;23=23 km Run - zondag@2027-01-31T10:00;11=11 km Run - zondag@2027-01-31T10:30;11=11 km Walk@2027-01-31T10:30,,"Concrete deelnameprijzen niet vermeld in de geraadpleegde officiële tekst. Inschrijven kan tot 29 januari 2027, zolang de voorraad strekt.",https://www.keeponrunning.be/events/ferme-toer-trail/,https://events.keeponrunning.be/,,,trail;bos,Keep on Running,Ferme Koer,BE,vlaams-brabant,Binkom,3211,Boutersemstraat,29,,,live
van-moer-marathon-kruibeke-2026,trail,Van Moer Marathon van Kruibeke 2026,"Een loop- en wandelevent in de Polders van Kruibeke, met natuur, modder, animatie op het parcours en de afterparty HARTSLAG. Er zijn afstanden van 10,5 km, 21 km en 42 km, plus een kidsrun en een 21 km-wandeling.",,2027-02-27,,,"42=Van Moer Marathon@09:00;21=Halve marathon Walk@09:10;1=Kidsrun@10:30;21=Halve marathon Run@12:30;10.5=10,5 km Run@14:00",,Kidsrun: €10. De andere afstanden zijn volgens de officiële pagina uitverkocht. Event met beperkte capaciteit.,https://www.keeponrunning.be/events/marathon-van-kruibeke/,https://events.keeponrunning.be/,,,trail;modder,Keep on Running,Polders van Kruibeke,BE,oost-vlaanderen,Kruibeke,9150,Scheldelei,1,,,live
battel-run-2026,weg,Battel run 2026,"Elk jaar verandert Battel in een levendig loopfestival tijdens de Battel Run, met kidsrun, 5 km en 10 km in een groene omgeving aan Dijle en Leuvense Vaart.",,2026-08-09,,,"0.8=0,8 km@2026-08-09T18:15;5=5 km@2026-08-09T19:00;10=10 km@2026-08-09T19:10",,,https://battelfoor.be,https://www.godare.events/nl/events/stratenloopkalender/battel-run-2026,,,stad,Ready to Move en Battel Foor,,BE,antwerpen,Mechelen,2800,Wolverbosstraat,,,,live
44ste-10km-van-zottegem,weg,44ste 10km van Zottegem,"De Egmontloop keert terug naar het stadscentrum van Zottegem met kidsruns, 2,5 km, 5 km en 10 km.",,2026-08-16,,,0.2=Kidsrun vanaf 2020@2026-08-16T13:00;0.4=Kidsrun vanaf 2017-2019@2026-08-16T13:00;0.8=Kidsrun vanaf 2014-2016@2026-08-16T13:00;2.5=Egmontloop - 2.5km - 1 ronde@2026-08-16T14:00;5=Egmontloop - 5km - 2 rondes@2026-08-16T14:00;10=10km Van Zottegem - 10km - 4 rondes@2026-08-16T14:00,,,https://www.egmontloop.be,https://www.egmontloop.be,,44,stad,Zottegem Atletiek vzw,,BE,oost-vlaanderen,Zottegem,9620,Stationsplein,4,,,live
kermisloop-molenbeersel-2026,weg,Kermisloop Molenbeersel 2026,"Stratenloop in Molenbeersel met 500 m, 1000 m en 1500 m kidsruns, plus 5 km en 10 km door het centrum.",,2026-08-28,,,0.5=500 meter kidsrun@2026-08-28T17:30;1=1000 meter kidsrun@2026-08-28T17:40;1.5=1500 meter kidsrun@2026-08-28T17:50;5=5 km@2026-08-28T18:30;10=10 km@2026-08-28T19:15,,,https://www.kermishappeningmolenbeersel.be,https://www.godare.events/nl/events/stratenloopkalender/kermisloop-molenbeersel-2026,,,stad,Kermishappenning Molenbeersel FV,,BE,limburg,Molenbeersel,3640,Weertersteenweg,363,,,live
loonloopt-2026,weg,LoonLoopt 2026,"Loopwedstrijd in Borgloon met stratenloop, trailrun, kidsrun en Chirorun in de heuvels van Borgloon.",,2026-09-06,,,10=10km stratenloop@2026-09-06T11:15;15=15km trailrun@2026-09-06T09:30;1=1km kidsrun@2026-09-06T14:20;5=5km stratenloop@2026-09-06T10:00;0=Chirorun@2026-09-06T14:00;2=Kidsrun 500m@2026-09-06T14:10,,,https://www.loonloopt.be,https://www.loonloopt.be,,,stad,vzw Kiwanis Het Graafschap Borgloon,,BE,limburg,Borgloon,3840,stationsstraat,54,,,live
groene-halve-marathon,weg,Groene halve marathon,"Groene halve marathon in Hamont-Achel met 21 km, 12 km en 5 km op een groen, bosrijk parcours.",,2026-09-13,,,21=21 km;12=12 km;5=5 km,,,https://www.groenehalvemarathon.be,https://www.groenehalvemarathon.be,,,stad,vzw groene halve marathon,,BE,limburg,Hamont-Achel,3930,Groenstraat,6,,,live
estafetteloop-brustem,weg,Estafetteloop Brustem,,,2026-06-03,,,1=1 km@2026-06-03T19:00,,,https://beerrunners.weebly.com,https://www.godare.events/nl/events/stratenloopkalender/estafetteloop-brustem,,,stad,Beerrunners,,BE,limburg,Brustem,3800,,,,,live
dry-eyckenjogging,weg,Dry Eyckenjogging,,,2026-06-05,,,0.2=Kids 200m;0.4=Kids 400m;0.8=Kids 800m;5=5 km@2026-06-05T20:00;10=10 km@2026-06-05T20:00,,,https://www.herselt.be,https://www.godare.events/nl/events/stratenloopkalender/dry-eyckenjogging-2,,,stad,Spordienst Herselt,,BE,antwerpen,Herselt,2230,,,,,live
grensloop,weg,Grensloop,,,2026-06-05,,,0.5=Kidsrun 500m@2026-06-05T20:15;1=Kidsrun 1000m@2026-06-05T20:15;1.5=Kidsrun 1500m@2026-06-05T20:15;5=5 km@2026-06-05T20:15;10=10 km@2026-06-05T20:15,,,https://www.menen.be,https://www.godare.events/nl/events/stratenloopkalender/grensloop-2,,,stad,Stad Menen ism Running Team Olympic Menen,,BE,west-vlaanderen,Menen,8930,,,,,live
grensloop-menen,weg,Grensloop Menen,"De 12e editie van de Grensloop in Menen, met kidslopen van 500 m, 1 km en 1,5 km, plus 5 km en 10 km.",,2026-06-05,,,"0.5=Kidsrun 500m;1=Kidsrun 1km;1.5=Kidsrun 1,5km;5=5 km;10=10 km",,,https://www.menen.be,https://www.godare.events/nl/events/stratenloopkalender/grensloop-menen-2,,12,stad,Stad Menen ism Running,,BE,west-vlaanderen,Menen,8930,Grote Markt,1,,,live
huy-night-run,weg,Huy Night Run,,,2026-06-05,,,"1.8=1,8 km@2026-06-05T19:00;5.9=5,9 km@2026-06-05T19:30;10=10 km@2026-06-05T20:30",,,https://www.huy.be,https://www.godare.events/nl/events/stratenloopkalender/huy-night-run-3,,,stad,Ville de Huy - Huy Athlétic Club - Volley Club Tihange-Huy - TT Tihange - Régie Sportive Hutoise,,BE,luik,Huy,4500,Avenue Delchambre,6,,,live
jogging-d-hebronval,weg,Jogging d'Hébronval,,,2026-06-05,,,"1.5=1,5 km;6=6 km@2026-06-05T19:45;11.6=11,6 km@2026-06-05T19:45",,,https://www.facebook.com,https://www.godare.events/nl/events/stratenloopkalender/jogging-d-hebronval-3,,,stad,Jeunesse d'Hébronval,,BE,luxemburg,Vielsalm,6690,Hébronval,25,,,live
jogging-de-polleur,weg,Jogging de Polleur,,,2026-06-05,,,"2=2 km@2026-06-05T18:30;9.5=9,5 km@2026-06-05T19:30",,,https://challengelameuse.sudinfo.be,https://www.godare.events/nl/events/stratenloopkalender/jogging-de-polleur-2,,,stad,Ecole de Polleur,,BE,luik,Polleur,4910,,,,,live
kozirunners-jogging,weg,Kozirunners Jogging,,,2026-06-05,,,1=1 km@2026-06-05T18:30;5=5 km@2026-06-05T19:00;10=10 km@2026-06-05T19:00;15=15 km@2026-06-05T19:00,,,https://eekskenfeesten.be,https://www.godare.events/nl/events/stratenloopkalender/kozirunners-jogging-1,,,stad,Kozirunners,,BE,oost-vlaanderen,Lovendegem,9920,Eeksken,81,,,live
la-course-relais-de-l-ind,weg,La course relais de l’IND,,,2026-06-05,,,"0.3=Kids 300m@2026-06-05T18:00;0.9=Kids 900m@2026-06-05T18:10;1.3=1,3 km x aantal rondes in 1 uur@2026-06-05T19:15",,,https://www.goaltiming.be,https://www.godare.events/nl/events/stratenloopkalender/la-course-relais-de-l-ind,,,stad,IND de Philippeville secondaire,,BE,namen,Philippeville,5600,Rue de l'Eglise St-Philippe,10a,,,live
fa5t,weg,Fa5t,,,2026-06-06,,,5=5 km,,,https://www.star-tracking.be,https://www.godare.events/nl/events/stratenloopkalender/fa5t,,,stad,Fa5t,,BE,west-vlaanderen,Kuurne,8520,,,,,live
foulees-de-l-ete,weg,Foulées de l'Eté,,,2026-06-06,,,0=Jeunes foulées@2026-06-06T13:45;5=5 km@2026-06-06T15:00;10=10 km@2026-06-06T15:00,,,https://www.etenghien.be,https://www.godare.events/nl/events/stratenloopkalender/foulees-de-l-ete-2,,,stad,Endurance Team Enghien (E.T.E.),,BE,henegouwen,Edingen,7850,Chaussée de Soignies,36,,,live
het-hol-op,weg,Het Hol Op,,,2026-06-06,,,"0.2=Kids 200m@2026-06-06T15:00;0.4=Kids 400m@2026-06-06T15:00;0.8=Kids 800m@2026-06-06T15:00;5.5=5,5 km@2026-06-06T15:00;11=11 km@2026-06-06T15:00",,,https://www.wambeekjogging.be,https://www.godare.events/nl/events/stratenloopkalender/het-hol-op-1,,,stad,Het Hol Op Wambeek,,BE,vlaams-brabant,Wambeek,1741,,,,,live
jogging-a-l-heze,weg,Jogging à l'Hèze,,,2026-06-06,,,5=5 km@2026-06-06T15:00;14=14 km@2026-06-06T15:00,,,https://www.antilobrunners.be,https://www.godare.events/nl/events/stratenloopkalender/jogging-a-l-heze-3,,,stad,Antilob,,BE,waals-brabant,Grez-Doiceau,1390,Avenue Felix Lacourt,176,,,live
